e69de29bb2d1      0B .nojekyll
0fe3d9deb07b 254387B acme_diags/acme_digs_v1_polar/polar/ERA-Interim/ERA-Interim-PREH2O-ANN-polar_N.png
2d335f37d124 254391B acme_diags/plotset5/set5_MERRA/MERRA_PREH2O_SON_global.png
eaedf34fd4e8 254401B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_FLUT_MAM_global.png
9f6fc92f6f13 254431B acme_diags/plotset5/set5_ERA40/ERA40_LHFLX_ANN_global.png
8b80d04453ff 254458B acme_diags/plotset5/set5_ISCCPFD/ISCCPFD_FSNS_JJA_global.png
664279ae4c58 254470B acme_diags/surface_heat_flux/lat_lon/ERA-Interim/ERA-Interim-LHFLX-ANN-global.png
a85009823af7 254504B acme_diags/myresults_05_30_cartopy/set7/set7_ERAI/ERAI-LHFLX-ANN-polar_N.png
2463a1a2b7e6 254549B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_FLUT_DJF_global.png
0bff2120633d 254579B acme_diags/3457cosp/lat_lon/ATM_tier1b_cloud/ISCCPCOSP-CLDTOT_TAU1.3_ISCCP-ANN-global.png
c3f80aa984a6 254594B acme_diags/plotset5/set5_JRA25/JRA25_TREFHT_ANN_global.png
d706864f0895 254624B acme_diags/plotset5/set5_WHOI/WHOI_LHFLX_DJF_global.png
0fa4a73576ae 254646B acme_diags/set4_all/set4/set4_AIRS/AIRS-RELHUM-ANN-global.png
3d55f0eaa7f7 254660B acme_diags/plotset5/set5_LARYEA/LARYEA_SHFLX_ANN_S_polar.png
44528a8e3dc4 254687B acme_diags/plotset5/3d/set5_ISCCPFD/ISCCPFD-FLDS-ANN-polar_S.png
a71cd991471b 254702B acme_diags/myresults_05_30_cartopy/set7/set7_ERA40/ERA40-LHFLX-ANN-polar_N.png
8be7348ec667 254779B acme_diags/plotset5/set5_ERBE/ERBE_FLUTC_DJF_global.png
6f0416b0f37e 254783B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FSNS-ANN-polar_N.png
f39f5ca10c4c 254791B acme_diags/oldfiles/newobs_erai/set5/set5_ERA-Interim/ERA-Interim-PREH2O-JJA-global.png
6fdc5ddfe23a 254810B acme_diags/plotset5/set5_ERBE/ERBE_FLUTC_JJA_global.png
02e6a5ea87fd 254812B acme_diags/tier1b_long_name_test/lat_lon/Cloud MISR/MISRCOSP-CLDTOT_TAU1.3_MISR-ANN-global.png
d541ba238d92 254819B acme_diags/acme_digs_v1_polar/polar/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-FLUT-ANN-polar_N.png
f8ac39e46568 254865B acme_diags/plotset5/set5_LARYEA/LARYEA_SHFLX_SON_global.png
60f712c3cbaa 254985B acme_diags/surface_heat_flux/lat_lon/ERA-Interim/ERA-Interim-PRECT-ANN-global.png
89cb81775304 255019B acme_diags/plotset5/set5_LARYEA/LARYEA_FLNS_SON_global.png
63ed8cbe9827 255031B acme_diags/acme_digs_v1_polar/polar/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-LWCF-ANN-polar_N.png
a77bbb123355 255133B acme_diags/plotset5/set5_JRA25/JRA25_TREFHT_SON_global.png
b907ff913e71 255192B acme_diags/3457cosp/lat_lon/set5_MERRA2/MERRA2-PREH2O-ANN-global.png
7dfa5e82a5c4 255252B acme_diags/plotset5/set5_TRMM/TRMM_PRECT_DJF_TRMM_region.png
73db93f7f4b7 255342B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_FLUT_JJA_global.png
914b6d522a96 255420B dist/acme_diags-0.1-py2.7.egg
5ee1eedf51ad 255519B acme_diags/oldfiles/newobs_sst_ceres/set5/set5_CERES-EBAF/ceres_ebaf_toa-FLUT-JJA-global.png
e6ec41e533dd 255554B acme_diags/plotset5/set5_LARYEA/LARYEA_FLNS_MAM_global.png
721c11ec40ba 255611B acme_diags/plotset5/3d/set5_SSMI/SSMI-TGCLDLWP_OCN-ANN-polar_N.png
bc748a912baa 255732B acme_diags/acme_digs_v1_polar/polar/GPCP_v2.2/GPCP_v2.2-PRECT-ANN-polar_N.png
ffcbd64d493e 255740B acme_diags/oldfiles/newobs_sst_ceres/set5/set5_CERES-EBAF/ceres_ebaf_toa-ALBEDO-DJF-global.png
75d6814c5849 255742B acme_diags/tier1b_cloud/set5/tier1b_cloud/ISCCPCOSP-CLDTOT_TAU1.3_COSP-ANN-global.png
c92564a7d48e 255845B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_ALBEDO_DJF_global.png
f8eeafc9bdb5 255962B acme_diags/plotset5/set5_ERBE/ERBE_FSNTOAC_ANN_global.png
4e08b55e5f71 255968B acme_diags/tier1b_long_name_test/lat_lon/Cloud Calipso/CALIPSOCOSP-CLDMED_CAL-ANN-global.png
68124167803c 255997B acme_diags/plotset5/set5_ERBE/ERBE_LWCF_JJA_global.png
e6fd415415fa 255998B acme_diags/plotset5/set5_TRMM/TRMM_PRECT_SON_TRMM_region.png
d8663e4af821 256002B acme_diags/plotset5/set5_LARYEA/LARYEA_FLNS_DJF_global.png
72788e23ebab 256008B acme_diags/myresults_05_30_cartopy/set5/set5_GPCP/GPCP-PRECT-ANN-global.png
6cf32251e1bf 256018B acme_diags/plotset5/3d/set5_LARYEA/LARYEA-SHFLX-ANN-polar_S.png
06c1f78ba886 256019B acme_diags/set5_demo/set5/set5_GPCP/GPCP-PRECT-ANN-global.png
3361183a419c 256056B _build_old/html-v2-3-0/_static/fonts/Lato/lato-bold.eot
93be1623410e 256063B acme_diags/myresults_05_30_cartopy/set7/set7_ERBE/ERBE-LWCF-ANN-polar_N.png
f39f8866817f 256133B acme_diags/plotset5/set5_WILLMOTT/WILLMOTT_TREFHT_LAND_DJF_global.png
485a9ae1563d 256285B acme_diags/plotset5/set5_SST_HadISST/HadISST_CL_ANN.png
d5e96d825a66 256332B acme_diags/plotset5/set5_JRA25/JRA25_TREFHT_MAM_global.png
1369cd0681af 256333B acme_diags/acme_digs_v1_polar/polar/CERES-EBAF-surface-v2.8/ceres_ebaf_surface_v2.8-ALBEDO_SRF-ANN-polar_N.png
d927f81eee12 256391B acme_diags/plotset5/3d/set5_JRA25/JRA25-SHFLX-ANN-polar_S.png
37e607d3abcf 256485B acme_diags/plotset5/set5_LARYEA/LARYEA_FLNS_JJA_global.png
fc5b975bb2d9 256720B acme_diags/3457cosp/lat_lon/set5_ERA-Interim/ERA-Interim-LHFLX-ANN-global.png
84c02868a319 256722B acme_diags/oldfiles/newobs_erai/set5/set5_ERA-Interim/ERA-Interim-LHFLX-ANN-global.png
de2ec0a7007f 256739B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-SWCFSRF-ANN-polar_N.png
e8d5fab43d2a 256765B acme_diags/plotset5/3d/set5_ISCCPFD/ISCCPFD-FSDS-ANN-polar_S.png
ae16a9f5965b 256779B acme_diags/plotset5/set5_LARYEA/LARYEA_SHFLX_JJA_global.png
cc63a60f64e7 256851B acme_diags/plotset5/set5_ERBE/ERBE_LWCF_DJF_global.png
24445ced5642 256891B acme_diags/acme_digs_v1_polar/polar/MERRA2/MERRA2-PREH2O-ANN-polar_N.png
ad0196821dbe 257043B acme_diags/plotset5/set5_SST_HadISST/output.png
644bf7447d8e 257059B acme_diags/plotset5/set5_JRA25/JRA25_TREFHT_DJF_global.png
d72dfbc3bf04 257105B acme_diags/acme_digs_v1_polar/polar/ERA-Interim/ERA-Interim-LHFLX-ANN-polar_N.png
d3c44430d677 257140B acme_diags/acme_digs_v1/lat_lon/ERA-Interim/ERA-Interim-PRECT-ANN-global.png
61a650519a42 257204B acme_diags/plotset5/set5_ERAI/ERAI_PREH2O_JJA_global.png
ec61e2cebb53 257235B acme_diags/plotset5/set5_WILLMOTT/WILLMOTT_TREFHT_LAND_ANN_global.png
178501674287 257388B acme_diags/plotset5/set5_TRMM/TRMM_PRECT_JJA_TRMM_region.png
52749a68e832 257441B acme_diags/oldfiles/newobs_sst_ceres_erai_merra2_vs_oldobs/set5/set5_CERES-EBAF/CERES-EBAF-SWCF-SON-global.png
cd10b20527cd 257477B acme_diags/oldfiles/newobs_sst_ceres_erai_merra2/set5/set5_MERRA2/MERRA2-PREH2O-JJA-global.png
d63dca6ad921 257521B acme_diags/acme_digs_v1_polar/polar/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-ALBEDO-ANN-polar_N.png
8ffb59270cb3 257613B acme_diags/acme_digs_v1_polar/polar/MERRA2/MERRA2-PRECT-ANN-polar_N.png
0436b3a784f3 257630B acme_diags/oldfiles/newobs_sst_ceres_erai_merra2_vs_oldobs/set5/set5_ERA-Interim/ERAI-PRECT-MAM-global.png
b9dd57a6fe4f 257631B acme_diags/plotset5/set5_ERBE/ERBE_LWCF_SON_global.png
d055d92be50f 257643B acme_diags/surface_heat_flux/lat_lon/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-SWCF-ANN-global.png
3901662b248f 257794B acme_diags/plotset5/set5_JRA25/JRA25_LHFLX_MAM_global.png
25fbf8180e00 257835B acme_diags/plotset5/set5_ERAI/ERAI_LHFLX_ANN_global.png
07342e25ec12 257886B acme_diags/plotset5/3d/set5_ERBE/ERBE-RESTOM-ANN-polar_S.png
4131df9b90b6 258057B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_SWCF_ANN_S_polar.png
6cf210a078fc 258185B acme_diags/myresults_05_30_cartopy/set7/set7_LARYEA/LARYEA-FSNS-ANN-polar_N.png
df6e1e252855 258218B acme_diags/plotset5/set5_ERA40/ERA40_LHFLX_MAM_global.png
4da5ac366895 258232B acme_diags/acme_digs_v1_polar/polar/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-FLUTC-ANN-polar_N.png
d697fe566332 258239B acme_diags/plotset5/set5_LARYEA/LARYEA_SHFLX_MAM_global.png
56e23e2eff9e 258302B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-SWCF-ANN-polar_N.png
9aa48e9f3d01 258395B acme_diags/plotset5/set5_XIEARKIN/XIEARKIN_PRECT_ANN_global.png
37c15f09256c 258466B acme_diags/plotset5/set5_MERRA/MERRA_PREH2O_JJA_global.png
5d549b212b9c 258491B acme_diags/plotset5/3d/set5_SSMI/SSMI-PRECT_OCN-ANN-polar_N.png
55636d3ba64b 258615B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_SWCF_ANN_global.png
b3d1f2e539cf 258656B acme_diags/plotset5/set5_LARYEA/LARYEA_SHFLX_DJF_global.png
5c269d9568f0 258739B acme_diags/myresults_05_30_cartopy/set7/set7_ERBE/ERBE-FLUTC-ANN-polar_N.png
cf2b90174bd9 258750B acme_diags/plotset5/set5_ISCCPFD/ISCCPFD_SWCFSRF_DJF_global.png
e450161b58e5 258788B acme_diags/acme_digs_v1_polar/polar/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-SOLIN-ANN-polar_N.png
1e123190c94e 258791B acme_diags/myresults_05_30_cartopy/set7/set7_JRA25/JRA25-TREFHT-ANN-polar_N.png
407f86e418d4 258847B acme_diags/surface_heat_flux/lat_lon/CERES-EBAF-surface-v4/ceres_ebaf_surface_v4-ALBEDO_SRF-ANN-global.png
c29c9f8ff74b 258959B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-ALBEDOC-ANN-polar_N.png
2e012c63e15a 259086B acme_diags/plotset5/set5_SSMI/SSMI_PRECT_OCN_JJA_global.png
91a724a6e7f3 259092B acme_diags/myresults_05_30_cartopy/set5/set5_CERES-EBAF/CERES-EBAF-SWCF-ANN-global.png
86aac8c574ff 259104B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_ALBEDO_ANN_S_polar.png
088be9ae1875 259160B acme_diags/plotset5/set5_ERBE/ERBE_LWCF_MAM_global.png
42172cb59773 259176B acme_diags/set5_demo/set5/set5_GPCP/GPCP-PRECT-MAM-global.png
c195b1c91d9e 259185B acme_diags/myresults_05_30_cartopy/set7/set7_CRU/CRU-TREFHT_LAND-ANN-polar_N.png
d92ce2485cf1 259305B acme_diags/tier1b_long_name_test/lat_lon/Cloud ISCCP/ISCCPCOSP-CLDTOT_TAU1.3_ISCCP-ANN-global.png
e957ce9f3bf4 259350B acme_diags/plotset5/set5_SST_HadISST/HadISST_CL_ANN_global.png
6500b6efce5f 259399B acme_diags/plotset5/set5_ISCCPFD/ISCCPFD_SWCFSRF_SON_global.png
f2468db2364a 259435B acme_diags/oldfiles/newobs_sst_ceres_erai_merra2_vs_oldobs/set5/set5_CERES-EBAF/CERES-EBAF-SWCF-MAM-global.png
87949aa2aa01 259521B acme_diags/acme_diags_demo/set5/set5_GPCP/GPCP-PRECT-ANN-global.png
bf6db403a851 259591B _build/html/master/_images/fig11.png
9d4bb55ad3eb 259651B acme_diags/acme_digs_v1/lat_lon/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-SWCF-ANN-global.png
9fdbf5be34da 259717B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_FLUTC_ANN_S_polar.png
489761b93a92 259822B acme_diags/plotset5/set5_ERBE/ERBE_FLUTC_ANN_S_polar.png
07b1244db343 259940B acme_diags/plotset5/3d/set5_JRA25/JRA25-Z3-500-ANN-polar_S.png
c913b1d2d157 259981B acme_diags/plotset5/set5_SST_HadISST/HadISST_CL_ICEFRAC_ANN_polar_S.png
bbbd7f643f13 260080B acme_diags/plotset5/3d/set5_ERBE/ERBE-FLUTC-ANN-polar_S.png
03fc2cc42079 260081B acme_diags/plotset5/polar/set5_ERBE/ERBE-FLUTC-ANN-polar_S.png
4462b3b390ec 260151B _build/html/master/_images/GPCP_v2.2-PRECT-ANN-global.png
d0ddcc39dea0 260166B acme_diags/oldfiles/newobs_sst_ceres_erai_merra2_vs_oldobs/set5/set5_CERES-EBAF/CERES-EBAF-SWCF-DJF-global.png
cb473aff27b2 260245B acme_diags/oldfiles/newobs_sst_ceres_erai_merra2_vs_oldobs/set5/set5_ERA-Interim/ERAI-PRECT-SON-global.png
a351fd69f31a 260262B acme_diags/plotset5/set5_ISCCPFD/ISCCPFD_SWCFSRF_JJA_global.png
9df08639a729 260288B acme_diags/plotset5/polar/set5_CLOUDSAT/CLOUDSAT-CLDHGH-ANN-polar_S.png
b8dd91c535cd 260289B acme_diags/plotset5/3d/set5_CLOUDSAT/CLOUDSAT-CLDHGH-ANN-polar_S.png
84364c37bac5 260301B acme_diags/plotset5/3d/set5_CERES-EBAF/CERES-EBAF-SWCF-ANN-polar_S.png
2b439a3d1878 260304B acme_diags/plotset5/polar/set5_CERES-EBAF/CERES-EBAF-SWCF-ANN-polar_S.png
88635c1444b0 260306B acme_diags/acme_digs_v1/lat_lon/tier1b_cloud_MODIS/MODISCOSP-CLDTOT_TAU1.3_MODIS-ANN-global.png
5b70712e6d2f 260419B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FSNTOAC-ANN-polar_N.png
bd5409a881dd 260429B acme_diags/plotset5/set5_SST_HadISST/HadISST_PD_ICEFRAC_ANN_polar_S.png
e925e95b92ed 260492B acme_diags/plotset5/set5_SSMI/SSMI_PRECT_OCN_MAM_global.png
64c026556c58 260556B acme_diags/plotset5/set5_SST_HadISST/HadISST_PI_ICEFRAC_ANN_polar_S.png
342578a23ab6 260618B acme_diags/newobs1_lat_lon/lat_lon/GPCP_v2.2/GPCP_v2.2-PRECT-ANN-global.png
28fe26282943 260695B acme_diags/plotset5/set5_GPCP/GPCP_PRECT_ANN_global.png
7a825224a787 260725B acme_diags/oldfiles/newobs_sst_ceres_erai_merra2_vs_oldobs/set5/set5_ERA-Interim/ERAI-PRECT-DJF-global.png
874ac5909cb5 260860B acme_diags/plotset5/set5_ERA40/ERA40_LHFLX_DJF_global.png
c31b1601445d 260969B acme_diags/plotset5/set5_SSMI/SSMI_PRECT_OCN_DJF_global.png
c749f33b6a06 260979B acme_diags/myresults_05_30_cartopy/set5/set5_ERAI/ERAI-PRECT-ANN-global.png
dc305dc6a0b7 261014B acme_diags/oldfiles/newobs_erai/set5/set5_ERA-Interim/ERA-Interim-LHFLX-MAM-global.png
77a28e06a61b 261032B acme_diags/plotset5/3d/set5_WARREN/WARREN-CLDTOT-ANN-polar_S.png
d710ca1eedfc 261040B acme_diags/tier1b_long_name_test/lat_lon/Cloud MODIS/MODISCOSP-CLDTOT_TAU9.4_MODIS-ANN-global.png
401521fd2715 261060B acme_diags/plotset5/set5_ISCCPFD/ISCCPFD_SWCFSRF_MAM_global.png
c0bc86a442ff 261126B acme_diags/plotset5/set5_SSMI/SSMI_PRECT_OCN_SON_global.png
f5c909598234 261196B acme_diags/plotset5/set5_SST_HadISST/HadISST_PD_ANN_global.png
5cf5bfa3817f 261353B acme_diags/surface_heat_flux/lat_lon/CERES-EBAF-surface-v2.8/ceres_ebaf_surface_v2.8-ALBEDO_SRF-ANN-global.png
e41fbad01263 261527B acme_diags/myresults_05_30_cartopy/set7/set7_WILLMOTT/WILLMOTT-TREFHT_LAND-ANN-polar_N.png
37da901d4037 261538B acme_diags/myresults_05_30_cartopy/set5/set5_LEGATES/LEGATES-TREFHT-ANN-global.png
e3fcdddf15f7 261542B acme_diags/plotset5/set5_ERAI/ERAI_LHFLX_MAM_global.png
52eb13cad2a9 261614B dist/acme_diags-0.1.0-py2.7.egg
8a444cc7e1d1 261657B acme_diags/plotset5/set5_JRA25/JRA25_LHFLX_SON_global.png
0dd2efc28fd7 261689B acme_diags/tier1b_cloud/set5/MODIS/MODISCOSP-CLDTOT_TAU1.3_MODIS-ANN-global.png
84c09ad3e872 261764B acme_diags/acme_digs_v1/lat_lon/tier1b_cloud_Calipso/CALIPSOCOSP-CLDHGH_CAL-ANN-global.png
259aea9230d7 261788B acme_diags/oldfiles/newobs_sst_ceres_erai_merra2_vs_oldobs/set5/set5_CERES-EBAF/CERES-EBAF-SWCF-JJA-global.png
234195d66765 261831B acme_diags/plotset5/set5_JRA25/JRA25_TREFHT_JJA_global.png
44073b56dae4 261836B acme_diags/plotset5/set5_ISCCPFD/ISCCPFD_FLNS_DJF_global.png
8a0c6098a576 261977B acme_diags/plotset5/set5_SSMI_SEAICE/SSMI_SEAICE_ICEFRAC_ANN_polar_S.png
4b8cf5d6c930 261987B acme_diags/plotset5/3d/set5_MERRA/MERRA-Z3-300-ANN-polar_S.png
ee0de2460877 262064B acme_diags/oldfiles/newobs_sst_ceres_erai_merra2_vs_oldobs/set5/set5_ERA-Interim/ERAI-PRECT-JJA-global.png
a8c1301c7fc2 262094B acme_diags/plotset5/set5_WILLMOTT/WILLMOTT_TREFHT_LAND_JJA_global.png
8eb00d77d0f3 262257B acme_diags/tier1b_long_name_test/lat_lon/Cloud MODIS/MODISCOSP-CLDHGH_TAU1.3_MODIS-ANN-global.png
919df1e2a8cb 262325B acme_diags/plotset5/set5_JRA25/JRA25_LHFLX_DJF_global.png
86843f16f267 262370B acme_diags/plotset5/set5_ISCCPFD/ISCCPFD_FLNS_JJA_global.png
604abafb5b5b 262415B acme_diags/oldfiles/newobs_sst_ceres_erai/set5/set5_CERES-EBAF/ceres_ebaf_toa-SWCF-ANN-global.png
a174b6c6a882 262494B acme_diags/plotset5/set5_ISCCPFD/ISCCPFD_FLNS_SON_global.png
01329524bf43 262552B acme_diags/acme_digs_v1_polar/polar/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-SWCF-ANN-polar_N.png
aa9e6e6631d9 262586B acme_diags/newobs1_lat_lon/lat_lon/tier1b_cloud_MODIS/MODISCOSP-CLDTOT_TAU1.3_MODIS-ANN-global.png
ffc577f7ea4a 262643B acme_diags/plotset5/set5_ISCCPFD/ISCCPFD_FLNS_MAM_global.png
791740d8eb38 262689B acme_diags/oldfiles/newobs_erai/set5/set5_ERA-Interim/ERA-Interim-LHFLX-DJF-global.png
b89b2e585dd7 262755B acme_diags/acme_diags_demo/set5/set5_GPCP/GPCP-PRECT-MAM-global.png
4ccf3f9cc9e2 263080B acme_diags/newobs1_lat_lon/lat_lon/tier1b_cloud_Calipso/CALIPSOCOSP-CLDHGH_CAL-ANN-global.png
d74617971bb5 263269B acme_diags/plotset5/set5_ERBE/ERBE_SWCF_SON_global.png
377f6e6770e9 263406B acme_diags/plotset5/set5_ERAI/ERAI_LHFLX_DJF_global.png
abae43126a5a 263591B acme_diags/oldfiles/newobs_erai/set5/set5_ERA-Interim/ERA-Interim-PRECT-ANN-global.png
fb5dee9b622f 263623B acme_diags/oldfiles/newobs_sst/set5/set5_CERES-EBAF/ceres_ebaf_toa-SWCF-ANN-global.png
419333635db6 263638B acme_diags/plotset5/3d/set5_ERAI/ERAI-Z3-500-ANN-polar_S.png
3f4fdd585dce 263735B acme_diags/plotset5/3d/set5_CERES-EBAF/CERES-EBAF-FLUTC-ANN-polar_S.png
a7852b59941a 263736B acme_diags/plotset5/polar/set5_CERES-EBAF/CERES-EBAF-FLUTC-ANN-polar_S.png
f2fc2747874e 263767B docs/html/_static/jquery-3.1.0.js
4d1adce13e25 264143B acme_diags/plotset5/set5_ERA40/ERA40_LHFLX_SON_global.png
e71ff3c2587c 264180B acme_diags/plotset5/set5_GPCP/GPCP_PRECT_MAM_global.png
f605942aae14 264227B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-SWCF-ANN-global.png
7480b0c2cc3a 264389B acme_diags/3457cosp/lat_lon/set5_CERES-EBAF/ceres_ebaf_toa-SWCF-ANN-global.png
b04caa11e63a 264538B acme_diags/plotset5/set5_JRA25/JRA25_LHFLX_JJA_global.png
b940b595b8ec 264666B acme_diags/plotset5/set5_ERA40/ERA40_LHFLX_JJA_global.png
22560cee9941 264686B acme_diags/plotset5/set5_LARYEA/LARYEA_FSNS_ANN_S_polar.png
268a8a2e453b 264743B acme_diags/oldfiles/newobs_erai/set5/set5_ERA-Interim/ERA-Interim-LHFLX-SON-global.png
c9306b0021e6 264788B acme_diags/surface_heat_flux/lat_lon/MERRA2/MERRA2-PRECT-ANN-global.png
6557ee8b59c1 264952B acme_diags/plotset5/set5_PRECT_GPCP_old/GPCP_PRECT_ANN_ocean_TROPICS.png
88fb2bd71c84 264955B acme_diags/set5_demo/set5/set5_GPCP/GPCP-PRECT-DJF-global.png
4f71ee44aa96 264971B acme_diags/set5_demo/set5/set5_GPCP/GPCP-PRECT-JJA-global.png
32c4c64c22ba 265006B acme_diags/set5_demo/set5/set5_GPCP/GPCP-PRECT-SON-global.png
e27d8ae5bbd9 265508B acme_diags/plotset5/set5_ERAI/ERAI_LHFLX_SON_global.png
def22b8c6c46 265737B acme_diags/3457cosp/lat_lon/set5_ERA-Interim/ERA-Interim-PRECT-ANN-global.png
c7edbb2811b7 265802B acme_diags/plotset5/set5_ERAI/ERAI_PRECT_ANN_global.png
8318dc17e64e 265844B acme_diags/myresults_05_30_cartopy/set7/set7_ERBE/ERBE-SWCF-ANN-polar_N.png
3d4154936b42 266158B _build_old/html-v2-3-0/_static/fonts/Lato/lato-bolditalic.eot
32e549e24c1d 266599B acme_diags/plotset5/set5_LEGATES/LEGATES_TREFHT_ANN_global.png
813ef99329ee 266665B acme_diags/tier1b_long_name_test/lat_lon/Cloud MODIS/MODISCOSP-CLDTOT_TAU1.3_MODIS-ANN-global.png
b53614dc072c 266770B acme_diags/plotset5/3d/set5_LARYEA/LARYEA-FSNS-ANN-polar_S.png
56617e0391b5 266877B acme_diags/acme_digs_v1/lat_lon/MERRA2/MERRA2-PRECT-ANN-global.png
597451a8f9e0 267099B acme_diags/tier1b_long_name_test/lat_lon/Cloud Calipso/CALIPSOCOSP-CLDHGH_CAL-ANN-global.png
6efa54ccff37 267152B acme_diags/oldfiles/newobs_sst_ceres_erai/set5/set5_CERES-EBAF/ceres_ebaf_toa-SWCF-DJF-global.png
60b874a32e03 267188B acme_diags/plotset5/set5_XIEARKIN/XIEARKIN_PRECT_DJF_global.png
9494849335f0 267207B dist/acme_diags-1.0.0-py2.7.egg
bc3c504fc6a7 267221B acme_diags/plotset5/3d/set5_ISCCPFD/ISCCPFD-FSDSC-ANN-polar_S.png
978c7d09c649 267223B acme_diags/plotset5/polar/set5_ISCCPFD/ISCCPFD-FSDSC-ANN-polar_S.png
b1e25ae05e9f 267315B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_SWCF_DJF_global.png
2ec4aabe04a8 267587B acme_diags/oldfiles/newobs_sst_ceres_erai/set5/set5_CERES-EBAF/ceres_ebaf_toa-SWCF-SON-global.png
b4f193422707 267602B acme_diags/oldfiles/newobs_erai/set5/set5_ERA-Interim/ERA-Interim-PRECT-MAM-global.png
74bcd9bc3195 267991B acme_diags/oldfiles/newobs_erai/set5/set5_ERA-Interim/ERA-Interim-LHFLX-JJA-global.png
2e93bc52edbb 268014B acme_diags/oldfiles/newobs_sst_ceres_erai/set5/set5_CERES-EBAF/ceres_ebaf_toa-SWCF-MAM-global.png
369290364cdc 268039B acme_diags/plotset5/set5_ERBE/ERBE_SWCF_MAM_global.png
d2d8ca4790e5 268039B docs/html/_static/jquery-3.2.1.js
234f135f5920 268108B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_SWCF_SON_global.png
abfc88a4d064 268204B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_FSNTOAC_ANN_S_polar.png
ddd680512d25 268221B acme_diags/myresults_05_30_cartopy/set7/set7_ERBE/ERBE-FSNTOAC-ANN-polar_N.png
2ed83d61882c 268238B acme_diags/acme_diags_demo/set5/set5_GPCP/GPCP-PRECT-SON-global.png
20f9e494ec97 268398B acme_diags/acme_diags_demo/set5/set5_GPCP/GPCP-PRECT-JJA-global.png
e999913d0943 268402B acme_diags/oldfiles/newobs_sst_ceres/set5/set5_CERES-EBAF/ceres_ebaf_toa-SWCF-DJF-global.png
5471874dd3ec 268445B acme_diags/plotset5/set5_XIEARKIN/XIEARKIN_PRECT_JJA_global.png
8b03d057a9b3 268465B acme_diags/acme_diags_demo/set5/set5_GPCP/GPCP-PRECT-DJF-global.png
3090a26ead31 268504B acme_diags/acme_digs_v1_polar/polar/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-ALBEDOC-ANN-polar_N.png
0d2b856c5391 268526B acme_diags/oldfiles/newobs_sst_ceres/set5/set5_CERES-EBAF/ceres_ebaf_toa-SWCF-SON-global.png
3f826421a1d9 268604B _build_old/html-v2-3-0/_static/fonts/Lato/lato-italic.eot
dc309c2c9640 268860B acme_diags/plotset5/set5_CERES-EBAF/CERES-EBAF_SWCF_MAM_global.png
50f5c348b249 268957B acme_diags/plotset5/set5_ERAI/ERAI_LHFLX_JJA_global.png
50b811693931 268993B acme_diags/plotset5/polar/set5_MERRA/MERRA-Z3-300-ANN-polar_S.png
398167532913 269062B acme_diags/acme_digs_v1_polar/polar/CERES-EBAF-TOA-v4.0/ceres_ebaf_toa_v4.0-FSNTOAC-ANN-polar_N.png
6e0246924b9d 269090B acme_diags/oldfiles/newobs_sst_ceres_erai/set5/set5_CERES-EBAF/ceres_ebaf_toa-SWCF-JJA-global.png
335803c5ec8b 269133B acme_diags/plotset5/set5_ERBE/ERBE_SWCF_ANN_global.png
d87955f4ad1c 269201B acme_diags/plotset5/polar/set5_ERAI/ERAI-Z3-500-ANN-polar_S.png
c1c95b123b1d 269302B acme_diags/plotset5/set5_GPCP/GPCP_PRECT_SON_global.png
4aec15b458b8 269434B acme_diags/plotset5/set5_JRA25/JRA25_TREFHT_ANN_S_polar.png
07ea31b837dd 269445B acme_diags/plotset5/set5_LEGATES/LEGATES_TREFHT_DJF_global.png
a6e272a792bf 269607B acme_diags/plotset5/set5_GPCP/GPCP_PRECT_DJF_global.png
